Время,Масса,Скорость,Высота
0.0,52695.9,1.3,79.2
0.2,52627.7,3.2,79.5
0.3,52579.0,4.9,79.9
0.4,52530.4,6.5,80.5
0.5,52481.7,8.1,81.2
0.6,52433.0,9.7,82.1
0.7,52384.3,11.3,83.2
0.8,52335.6,12.9,84.4
0.9,52286.9,14.5,85.8
1.0,52238.2,16.2,87.4
1.1,52199.3,17.4,88.7
1.2,52140.8,19.4,91.0
1.3,52092.2,21.0,93.0
1.4,52043.5,22.7,95.2
1.5,51994.8,24.3,97.6
1.6,51946.1,25.9,100.1
1.7,51897.4,27.6,102.8
1.8,51848.7,29.2,105.6
1.9,51800.0,30.8,108.6
2.0,51751.3,32.5,111.8
2.1,51702.6,34.1,115.2
2.2,51654.0,35.7,118.7
2.3,51605.3,37.4,122.3
2.4,51556.6,39.0,126.2
2.5,51507.9,40.7,130.2
2.6,51449.5,42.7,135.2
2.7,51391.0,44.6,140.5
2.8,51352.1,46.0,144.1
2.9,51303.4,47.6,148.8
3.0,51245.0,49.6,154.6
3.1,51206.0,50.9,158.7
3.2,51157.3,52.6,163.9
3.3,51098.9,54.6,170.3
3.4,51050.2,56.2,175.9
3.5,51001.5,57.9,181.6
3.6,50952.8,59.5,187.5
3.7,50904.2,61.2,193.5
3.8,50855.5,62.9,199.8
3.9,50806.8,64.5,206.1
4.0,50758.1,66.2,212.7
4.1,50709.4,67.9,219.4
4.2,50660.7,69.5,226.3
4.3,50612.0,71.2,233.3
4.4,50563.3,72.9,240.6
4.5,50514.6,74.5,248.0
4.6,50466.0,76.2,255.5
4.7,50417.3,77.9,263.2
4.8,50368.6,79.5,271.1
4.9,50319.9,81.2,279.2
5.0,50271.2,82.9,287.4
5.1,50222.5,84.5,295.8
5.2,50173.8,86.2,304.3
5.3,50115.4,88.2,314.8
5.4,50066.7,89.9,323.7
5.5,50018.0,91.5,332.8
5.6,49969.3,93.2,342.1
5.7,49920.6,94.9,351.5
5.8,49872.0,96.6,361.1
5.9,49823.3,98.2,370.8
6.0,49774.6,99.9,380.8
6.1,49725.9,101.6,390.9
6.2,49677.2,103.2,401.1
6.3,49628.5,104.9,411.5
6.4,49579.8,106.6,422.1
6.5,49531.1,108.3,432.9
6.6,49482.5,109.9,443.8
6.7,49433.8,111.6,454.9
6.8,49385.1,113.3,466.2
6.9,49336.4,115.0,477.6
7.1,49278.0,117.0,491.5
7.1,49239.0,118.3,501.0
7.2,49190.3,120.0,512.9
7.4,49131.9,122.0,527.4
7.4,49092.9,123.3,537.2
7.6,49034.5,125.3,552.2
7.7,48985.8,127.0,564.8
7.8,48937.1,128.7,577.6
7.8,48898.2,130.0,588.0
8.0,48839.8,132.0,603.7
8.1,48791.1,133.7,617.0
8.2,48742.4,135.4,630.5
8.3,48693.7,137.0,644.1
8.4,48645.0,138.7,657.9
8.5,48596.3,140.4,671.9
8.6,48547.6,142.0,686.0
8.7,48498.9,143.7,700.3
8.8,48450.3,145.4,714.8
8.9,48401.6,147.1,729.4
9.0,48352.9,148.7,744.3
9.1,48304.2,150.4,759.2
9.2,48255.5,152.1,774.4
9.3,48197.1,154.1,792.8
9.4,48148.4,155.8,808.3
9.5,48109.4,157.1,820.8
9.6,48051.0,159.1,839.8
9.7,48002.3,160.8,855.8
9.8,47963.4,162.1,868.7
9.9,47904.9,164.1,888.3
10.0,47856.3,165.8,904.8
10.1,47807.6,167.5,921.5
10.2,47758.9,169.2,938.4
10.3,47710.2,170.9,955.4
10.4,47661.5,172.5,972.6
10.5,47612.8,174.2,989.9
10.6,47564.1,175.9,1007.5
10.7,47515.4,177.6,1025.1
10.8,47466.7,179.2,1043.0
10.9,47418.1,180.9,1061.0
11.0,47369.4,182.6,1079.2
11.1,47320.7,184.3,1097.6
11.2,47272.0,185.9,1116.1
11.3,47213.6,187.9,1138.6
11.4,47174.6,189.3,1153.7
11.5,47125.9,191.0,1172.7
11.6,47067.5,193.0,1195.7
11.7,47028.6,194.3,1211.2
11.8,46979.9,196.0,1230.8
11.9,46921.4,198.0,1254.4
12.0,46882.5,199.3,1270.3
12.1,46824.1,201.3,1294.4
12.2,46775.4,203.0,1314.6
12.3,46736.4,204.4,1330.9
12.4,46678.0,206.4,1355.6
12.5,46629.3,208.0,1376.3
12.6,46580.6,209.7,1397.2
12.7,46531.9,211.4,1418.3
12.8,46483.2,213.0,1439.6
12.9,46434.5,214.7,1461.0
13.0,46385.9,216.4,1482.5
13.1,46337.2,218.0,1504.3
13.2,46288.5,219.7,1526.2
13.3,46239.8,221.4,1548.2
13.4,46191.1,223.0,1570.5
13.5,46142.4,224.7,1592.9
13.6,46093.7,226.4,1615.5
13.7,46045.0,228.0,1638.2
13.8,45996.4,229.7,1661.1
13.9,45947.7,231.4,1684.2
14.0,45899.0,233.0,1707.4
14.1,45850.3,234.7,1730.8
14.2,45801.6,236.3,1754.4
14.3,45752.9,238.0,1778.1
14.4,45704.2,239.6,1802.0
14.5,45655.5,241.3,1826.1
14.6,45606.8,243.0,1850.3
14.7,45558.2,244.6,1874.7
14.8,45509.5,246.3,1899.2
14.9,45460.8,247.9,1924.0
15.0,45412.1,249.6,1948.9
15.1,45363.4,251.2,1973.9
15.2,45314.7,252.9,1999.1
15.3,45266.0,254.5,2024.5
15.4,45217.3,256.2,2050.1
15.5,45168.6,257.8,2075.8
15.6,45120.0,259.5,2101.7
15.7,45071.3,261.1,2127.7
15.8,45022.6,262.7,2153.9
15.9,44964.2,264.6,2185.6
16.0,44925.2,265.8,2206.8
16.1,44876.5,267.3,2233.5
16.2,44808.4,269.4,2271.0
16.3,44759.7,270.8,2298.1
16.4,44711.0,272.2,2325.2
16.5,44662.3,273.5,2352.5
16.6,44613.6,274.9,2380.0
16.7,44564.9,276.3,2407.5
16.8,44516.2,277.7,2435.2
16.9,44467.5,279.2,2463.1
17.0,44418.8,280.7,2491.1
17.1,44370.2,282.2,2519.2
17.2,44321.5,283.7,2547.5
17.3,44272.8,285.2,2576.0
17.4,44224.1,286.8,2604.6
17.5,44175.4,288.3,2633.3
17.6,44126.7,289.8,2662.2
17.7,44078.0,291.3,2691.3
17.8,44029.3,292.8,2720.5
17.9,43980.6,294.2,2749.8
18.0,43932.0,295.7,2779.3
18.1,43883.3,297.2,2809.0
18.2,43834.6,298.6,2838.7
18.3,43785.9,300.1,2868.7
18.4,43737.2,301.5,2898.7
18.5,43688.5,303.0,2928.9
18.6,43639.8,304.4,2959.3
18.7,43591.1,305.9,2989.8
18.8,43542.5,307.3,3020.4
19.0,43484.0,309.0,3057.4
19.1,43435.3,310.4,3088.3
19.2,43386.6,311.8,3119.4
19.3,43338.0,313.2,3150.6
19.4,43289.3,314.5,3182.0
19.5,43240.6,315.9,3213.4
19.6,43182.2,317.4,3251.4
19.7,43133.5,318.8,3283.2
19.8,43094.5,319.8,3308.7
19.9,43045.8,321.1,3340.7
20.0,42997.1,322.4,3372.8
20.1,42938.7,323.9,3411.5
20.2,42890.0,325.2,3443.9
20.3,42851.1,326.2,3469.9
20.4,42792.6,327.7,3509.0
20.5,42744.0,328.9,3541.8
20.6,42695.3,330.1,3574.7
20.7,42646.6,331.4,3607.7
20.8,42607.6,332.3,3634.2
20.9,42549.2,333.8,3674.0
21.0,42500.5,335.0,3707.4
21.1,42451.8,336.2,3740.8
21.2,42403.1,337.3,3774.4
21.3,42354.5,338.5,3808.1
21.4,42305.8,339.7,3841.9
21.5,42257.1,340.9,3875.8
21.6,42208.4,342.0,3909.8
21.7,42150.0,343.5,3950.8
21.8,42101.3,344.6,3985.1
21.9,42062.3,345.6,4012.6
22.0,42003.9,346.9,4054.0
22.1,41955.2,348.1,4088.6
22.2,41906.5,349.3,4123.3
22.3,41857.8,350.4,4158.1
22.4,41809.1,351.6,4193.0
22.5,41760.5,352.7,4228.1
22.6,41711.8,353.9,4263.2
22.7,41663.1,355.1,4298.5
22.8,41614.4,356.2,4333.9
22.9,41565.7,357.4,4369.4
23.0,41517.0,358.5,4405.0
23.1,41468.3,359.7,4440.7
23.2,41419.6,360.9,4476.5
23.3,41370.9,362.0,4512.4
23.4,41332.0,363.0,4541.2
23.5,41273.6,364.4,4584.5
23.6,41224.9,365.5,4620.8
23.7,41176.2,366.7,4657.1
23.8,41127.5,367.8,4693.6
23.9,41078.8,369.0,4730.2
24.0,41030.1,370.2,4766.9
24.1,40981.4,371.3,4803.6
24.2,40932.8,372.5,4840.5
24.3,40884.1,373.7,4877.5
24.4,40825.6,375.1,4922.1
24.5,40776.9,376.3,4959.3
24.6,40728.3,377.5,4996.7
24.7,40679.6,378.6,5034.1
24.8,40630.9,379.8,5071.7
24.9,40582.2,381.0,5109.4
25.0,40533.5,382.2,5147.1
25.1,40484.8,383.4,5185.0
25.2,40436.1,384.6,5223.0
25.3,40387.4,385.8,5261.1
25.4,40338.8,387.0,5299.4
25.5,40290.1,388.2,5337.7
25.6,40241.4,389.4,5376.1
25.7,40192.7,390.6,5414.7
25.8,40144.0,391.9,5453.3
25.9,40095.3,393.1,5492.1
26.0,40046.6,394.3,5531.0
26.1,39988.2,395.8,5577.8
26.2,39949.2,396.8,5609.1
26.3,39890.8,398.3,5656.2
26.4,39851.9,399.3,5687.6
26.5,39793.4,400.8,5735.0
26.6,39754.5,401.8,5766.6
26.7,39696.1,403.3,5814.2
26.8,39657.1,404.3,5846.1
26.9,39598.7,405.8,5893.9
27.0,39550.0,407.1,5934.0
27.1,39501.3,408.4,5974.1
27.2,39452.6,409.7,6014.4
27.3,39403.9,411.0,6054.7
27.4,39355.2,412.3,6095.2
27.5,39306.6,413.6,6135.8
27.6,39257.9,414.9,6176.5
27.7,39209.2,416.2,6217.4
27.8,39160.5,417.6,6258.3
27.9,39111.8,418.9,6299.4
28.0,39063.1,420.2,6340.6
28.1,39014.4,421.6,6381.9
28.2,38965.7,423.0,6423.3
28.3,38917.0,424.3,6464.9
28.4,38868.4,425.7,6506.5
28.5,38819.7,427.1,6548.3
28.6,38771.0,428.5,6590.2
28.8,38712.6,430.1,6640.7
28.8,38673.6,431.3,6674.4
28.9,38624.9,432.7,6716.7
29.1,38566.5,434.4,6767.6
29.1,38527.5,435.5,6801.6
29.2,38478.8,436.9,6844.3
29.3,38430.2,438.4,6887.0
29.5,38371.7,440.1,6938.5
29.5,38332.8,441.3,6973.0
29.7,38274.4,443.1,7024.8
29.8,38225.7,444.5,7068.1
29.9,38167.2,446.3,7120.2
30.0,38128.3,447.5,7155.1
30.1,38069.9,449.3,7207.5
30.2,38030.9,450.5,7242.6
30.3,37972.5,452.4,7295.3
30.4,37923.8,453.9,7339.5
30.5,37875.1,455.4,7383.7
30.6,37826.4,457.0,7428.1
30.7,37777.7,458.5,7472.6
30.8,37729.0,460.1,7517.2
30.9,37680.4,461.7,7562.0
31.0,37631.7,463.3,7606.9
31.1,37583.0,464.9,7652.0
31.2,37534.3,466.5,7697.2
31.3,37485.6,468.1,7742.5
31.4,37436.9,469.7,7787.9
31.5,37388.2,471.4,7833.5
31.6,37339.5,473.0,7879.3
31.7,37290.8,474.7,7925.2
31.8,37242.2,476.3,7971.2
31.9,37193.5,478.0,8017.4
32.0,37144.8,479.7,8063.7
32.1,37096.1,481.4,8110.1
32.2,37047.4,483.1,8156.7
32.3,36998.7,484.8,8203.5
32.4,36950.0,486.6,8250.4
32.5,36901.3,488.3,8297.4
32.6,36842.9,490.4,8354.1
32.7,36794.2,492.2,8401.4
32.8,36745.5,494.0,8448.9
32.9,36696.8,495.8,8496.6
33.0,36648.2,497.6,8544.4
33.1,36599.5,499.4,8592.4
33.2,36550.8,501.2,8640.5
33.3,36502.1,503.0,8688.8
33.4,36453.4,504.9,8737.2
33.5,36404.7,506.7,8785.8
33.6,36356.0,508.6,8834.6
33.7,36307.3,510.5,8883.5
33.8,36258.6,512.4,8932.5
33.9,36210.0,514.3,8981.7
34.0,36161.3,516.2,9031.1
34.1,36112.6,518.1,9080.6
34.2,36063.9,520.0,9130.3
34.3,36015.2,522.0,9180.2
34.4,35966.5,523.9,9230.2
34.5,35917.8,525.9,9280.4
34.6,35869.1,527.9,9330.8
34.7,35820.5,529.9,9381.3
34.8,35771.8,531.9,9432.0
34.9,35723.1,533.9,9482.8
35.0,35674.4,535.9,9533.8
35.1,35625.7,537.9,9585.0
35.2,35567.3,540.4,9646.7
35.3,35518.6,542.4,9698.2
35.4,35460.2,544.9,9760.3
35.5,35411.5,547.0,9812.3
35.6,35372.5,548.7,9853.9
35.7,35314.1,551.2,9916.6
35.8,35275.1,552.9,9958.6
35.9,35226.5,555.0,10011.2
36.0,35168.0,557.5,10074.5
36.1,35119.3,559.7,10127.5
36.2,35070.7,561.8,10180.7
36.3,35022.0,564.0,10234.0
36.4,34973.3,566.1,10287.5
36.5,34934.3,567.9,10330.4
36.6,34885.6,570.1,10384.3
36.7,34827.2,572.7,10449.1
36.8,34778.5,574.9,10503.3
36.9,34729.8,577.1,10557.7
37.0,34681.1,579.3,10612.3
37.1,34632.5,581.5,10667.1
37.2,34583.8,583.8,10722.0
37.3,34535.1,586.0,10777.1
37.4,34486.4,588.3,10832.5
37.5,34437.7,590.5,10888.0
37.6,34389.0,592.8,10943.6
37.7,34340.3,595.1,10999.5
37.8,34291.6,597.4,11055.6
37.9,34242.9,599.7,11111.8
38.0,34194.3,602.0,11168.2
38.1,34145.6,604.3,11224.8
38.2,34096.9,606.6,11281.6
38.3,34048.2,608.9,11338.6
38.4,33999.5,611.2,11395.8
38.5,33950.8,613.5,11453.1
38.6,33902.1,615.9,11510.7
38.7,33853.4,618.2,11568.4
38.8,33804.7,620.6,11626.3
38.9,33756.1,622.9,11684.4
39.0,33707.4,625.3,11742.7
39.1,33658.7,627.7,11801.2
39.2,33610.0,630.1,11859.9
39.3,33561.3,632.4,11918.8
39.4,33512.6,634.8,11977.8
39.6,33454.2,637.7,12049.0
39.6,33415.2,639.7,12096.5
39.7,33366.6,642.1,12156.2
39.8,33317.9,644.5,12216.0
39.9,33269.2,647.0,12276.0
40.0,33220.5,649.4,12336.3
40.1,33171.8,651.9,12396.7
40.3,33113.4,654.8,12469.4
40.3,33074.4,656.8,12518.1
40.5,33016.0,659.8,12591.3
40.5,32977.0,661.8,12640.3
40.7,32918.6,664.8,12714.0
40.8,32860.2,667.8,12788.0
40.9,32801.8,670.9,12862.2
41.0,32762.8,672.9,12911.9
41.1,32714.1,675.4,12974.2
41.2,32665.4,678.0,13036.7
41.3,32607.0,681.1,13111.9
41.4,32568.1,683.1,13162.2
41.5,32519.4,685.7,13225.3
41.6,32470.7,688.3,13288.6
41.7,32412.3,691.5,13364.8
41.8,32363.6,694.1,13428.5
41.9,32324.6,696.2,13479.7
42.0,32266.2,699.4,13556.6
42.1,32227.2,701.5,13608.1
42.2,32168.8,704.7,13685.6
42.3,32129.9,706.8,13737.4
42.4,32071.4,710.1,13815.3
42.5,32022.8,712.8,13880.5
42.6,31974.1,715.5,13945.9
42.7,31925.4,718.2,14011.5
42.8,31876.7,720.9,14077.4
42.9,31828.0,723.7,14143.4
43.0,31779.3,726.4,14209.7
43.1,31730.6,729.2,14276.1
43.2,31681.9,732.0,14342.8
43.3,31633.2,734.8,14409.7
43.4,31584.6,737.6,14476.8
43.5,31535.9,740.4,14544.2
43.6,31487.2,743.2,14611.7
43.7,31428.7,746.6,14693.1
43.8,31389.8,748.9,14747.5
43.9,31341.1,751.7,14815.7
44.0,31292.4,754.6,14884.2
44.1,31243.7,757.5,14952.8
44.2,31185.3,761.0,15035.5
44.3,31146.4,763.3,15090.8
44.4,31097.7,766.2,15160.1
44.5,31049.0,769.1,15229.7
44.6,31000.3,772.1,15299.5
44.7,30941.9,775.6,15383.5
44.8,30893.2,778.6,15453.8
44.9,30854.2,781.0,15510.2
45.0,30795.8,784.6,15595.1
45.1,30756.8,787.0,15651.8
45.2,30698.4,790.6,15737.3
45.3,30649.7,793.6,15808.7
45.4,30601.0,796.7,15880.4
45.5,30552.4,799.7,15952.3
45.6,30503.7,802.8,16024.4
45.7,30464.7,805.2,16082.3
45.8,30406.3,808.9,16169.4
45.9,30357.6,812.0,16242.3
46.0,30308.9,815.2,16315.4
46.1,30260.2,818.3,16388.7
46.2,30211.5,821.4,16462.3
46.3,30153.1,825.2,16550.9
46.4,30104.4,828.4,16625.0
46.5,30055.7,831.6,16699.3
46.6,30007.0,834.8,16773.9
46.7,29958.4,838.0,16848.7
46.8,29909.7,841.2,16923.8
46.9,29861.0,844.4,16999.1
47.0,29812.3,847.7,17074.7
47.1,29763.6,850.9,17150.5
47.2,29714.9,854.2,17226.6
47.3,29666.2,857.5,17302.9
47.4,29617.5,860.8,17379.4
47.5,29568.8,864.1,17456.3
47.6,29520.2,867.4,17533.3
47.7,29471.5,870.7,17610.7
47.8,29422.8,874.1,17688.2
47.9,29374.1,877.4,17766.1
48.0,29325.4,880.8,17844.2
48.1,29276.7,884.2,17922.5
48.2,29228.0,887.6,18001.1
48.3,29179.3,891.0,18080.0
48.4,29130.7,894.5,18159.1
48.5,29082.0,897.9,18238.5
48.6,29033.3,901.4,18318.1
48.7,28984.6,904.8,18398.0
48.8,28935.9,908.3,18478.2
49.0,28877.5,912.5,18574.7
49.1,28828.8,916.0,18655.5
49.2,28780.1,919.5,18736.5
49.3,28731.4,923.1,18817.8
49.4,28682.7,926.6,18899.3
49.5,28634.0,930.2,18981.1
49.6,28585.3,933.8,19063.2
49.7,28536.7,937.4,19145.6
49.8,28488.0,941.0,19228.2
49.9,28439.3,944.6,19311.1
50.0,28390.6,948.2,19394.3
50.1,28341.9,951.8,19477.7
50.2,28293.2,955.5,19561.5
50.3,28244.5,959.2,19645.5
50.4,28186.1,963.6,19746.6
50.5,28137.4,967.3,19831.2
50.6,28098.5,970.3,19899.1
50.7,28040.0,974.7,20001.3
50.8,28001.1,977.7,20069.6
50.9,27952.4,981.5,20155.3
51.0,27894.0,986.0,20258.5
51.1,27845.3,989.8,20344.8
51.2,27796.6,993.6,20431.4
51.3,27747.9,997.4,20518.2
51.4,27699.2,1001.2,20605.4
51.5,27650.5,1005.1,20692.8
51.6,27601.8,1008.9,20780.5
51.7,27553.1,1012.8,20868.6
51.8,27504.5,1016.6,20956.9
51.9,27455.8,1020.5,21045.5
52.0,27407.1,1024.4,21134.3
52.1,27358.4,1028.4,21223.5
52.2,27300.0,1033.1,21330.9
52.3,27251.3,1037.0,21420.8
52.4,27202.6,1041.0,21510.9
52.5,27163.6,1044.2,21583.2
52.6,27114.9,1048.2,21673.9
52.7,27066.3,1052.2,21764.8
52.8,27017.6,1056.2,21856.1
52.9,26968.9,1060.2,21947.6
53.0,26920.2,1064.3,22039.5
53.1,26871.5,1068.3,22131.6
53.2,26822.8,1072.4,22224.1
53.3,26764.4,1077.3,22335.4
53.4,26725.4,1080.6,22409.9
53.5,26667.0,1085.5,22522.0
53.6,26628.1,1088.8,22597.0
53.7,26569.6,1093.8,22709.8
53.8,26520.9,1098.0,22804.2
53.9,26472.3,1102.1,22898.8
54.0,26423.6,1106.3,22993.8
54.1,26374.9,1110.5,23089.1
54.2,26326.2,1114.8,23184.7
54.3,26277.5,1119.0,23280.6
54.4,26228.8,1123.2,23376.9
54.5,26180.1,1127.5,23473.4
54.6,26131.4,1131.8,23570.3
54.7,26082.8,1136.1,23667.5
54.8,26034.1,1140.4,23765.0
54.9,25985.4,1144.7,23862.8
55.0,25936.7,1149.0,23961.0
55.1,25888.0,1153.4,24059.4
55.2,25839.3,1157.7,24158.2
55.3,25790.6,1162.1,24257.3
55.4,25741.9,1166.5,24356.8
55.5,25693.2,1170.9,24456.5
55.6,25644.6,1175.3,24556.6
55.7,25595.9,1179.8,24657.0
55.8,25547.2,1184.2,24757.8
55.9,25498.5,1188.7,24858.8
56.0,25449.8,1193.2,24960.2
56.1,25401.1,1197.6,25062.0
56.2,25352.4,1202.2,25164.0
56.3,25303.7,1206.7,25266.4
56.4,25255.0,1211.2,25369.2
56.5,25206.4,1215.8,25472.2
56.6,25157.7,1220.3,25575.6
56.7,25109.0,1224.9,25679.4
56.8,25070.0,1228.6,25762.6
56.8,25060.3,1229.5,25783.5
56.9,25001.9,1235.0,25908.8
57.0,24943.4,1240.6,26034.6
57.1,24894.8,1245.2,26139.9
57.2,24846.1,1249.9,26245.5
57.3,24797.4,1254.6,26351.4
57.4,24758.4,1258.3,26436.4
57.5,24700.0,1264.0,26564.3
57.6,24651.3,1268.7,26671.2
57.7,24602.6,1273.4,26778.5
57.8,24553.9,1278.2,26886.2
57.9,24505.2,1283.0,26994.2
